Year;CompetitionCode;CompetitionDate;CompetitionName;CompetitionType;Homologation;Site;CompetitionUrl;AthleteKey;Name;NormalizedName;Country;IsFrench;Category;YOB;Slalom;Tricks;Jump;Overall
2021;21FRA004;12-13 Jun 2021;TROPHEE DES JOLIES FILLES;INTER;L;Club Arc Dijon...;https://ems.iwwf.sport/Competitions/Details?Id=ab5caebf-db2d-415b-90eb-8e2ecc02ded6;||NO DATA AVAILABLE IN TABLE;No data available in table;NO DATA AVAILABLE IN TABLE;;0;;;;;;
2021;21FRA005;5-6 Jun 2021;Ski Caraibes Albertville SLALOM CUP;INTER;L;Ski Caraibes A...;https://ems.iwwf.sport/Competitions/Details?Id=170703b1-ae8f-4e0a-a071-e82a0e2d6f68;||NO DATA AVAILABLE IN TABLE;No data available in table;NO DATA AVAILABLE IN TABLE;;0;;;;;;
2021;21FRA006;19-21 Jun 2021;Ski Caraibes Albertville 3D;INTER;L;Ski Caraibes A...;https://ems.iwwf.sport/Competitions/Details?Id=d3a3b537-7918-4892-8ca7-4e839d9bffa7;||NO DATA AVAILABLE IN TABLE;No data available in table;NO DATA AVAILABLE IN TABLE;;0;;;;;;
2021;21FRA008;25 Jun 2021;AQUACHALLENGE;INTER;L;Aqu'Aventure;https://ems.iwwf.sport/Competitions/Details?Id=c64e801e-5e40-48df-8e78-ced8d8c2d47f;||NO DATA AVAILABLE IN TABLE;No data available in table;NO DATA AVAILABLE IN TABLE;;0;;;;;;
2021;21FRA009;4-5 Sep 2021;AQUACUP;INTER;L;Aqu'Aventure;https://ems.iwwf.sport/Competitions/Details?Id=79cfe10d-553d-4ce1-ad3f-099de71ea781;||NO DATA AVAILABLE IN TABLE;No data available in table;NO DATA AVAILABLE IN TABLE;;0;;;;;;
2021;21FRA013;11-12 Sep 2021;Championnat Ligue Grand Est et Coupe Richard Odin;INTER;L;Club Nautique ...;https://ems.iwwf.sport/Competitions/Details?Id=27c1fbfd-6433-43cc-83af-a4fe7a27d04c;||NO DATA AVAILABLE IN TABLE;No data available in table;NO DATA AVAILABLE IN TABLE;;0;;;;;;
2021;21FRA015;18-19 Sep 2021;Grenoble Bois Français Slalom Contest;INTER;L;Ski Nautique C...;https://ems.iwwf.sport/Competitions/Details?Id=afb7c7d0-5d3a-4aaa-8dc8-cfc67dfe6f9a;||NO DATA AVAILABLE IN TABLE;No data available in table;NO DATA AVAILABLE IN TABLE;;0;;;;;;
2021;21FRA016;24-25 Jul 2021;Grand Prix de Marcillac;INTER;L;Ski Club Nauti...;https://ems.iwwf.sport/Competitions/Details?Id=b106f02b-f5be-4638-b980-de62326727e8;||NO DATA AVAILABLE IN TABLE;No data available in table;NO DATA AVAILABLE IN TABLE;;0;;;;;;
2021;21FRA019;3-4 Jul 2021;Championnat de Ligue CVL - 3D;INTER;L;Touraine Ski ...;https://ems.iwwf.sport/Competitions/Details?Id=4f004d39-eeff-40f7-a4a5-b5a2aa55f3ad;||NO DATA AVAILABLE IN TABLE;No data available in table;NO DATA AVAILABLE IN TABLE;;0;;;;;;
2021;21FRA021;12-13 Jun 2021;Bordeaux Slalom Cup;INTER;L;Ski Nautique C...;https://ems.iwwf.sport/Competitions/Details?Id=2709a317-c269-47f7-a3f7-22d967ce87ae;||NO DATA AVAILABLE IN TABLE;No data available in table;NO DATA AVAILABLE IN TABLE;;0;;;;;;
2021;21FRA023;27-29 Aug 2021;Bordeaux 3D;INTER;L;Ski Nautique C...;https://ems.iwwf.sport/Competitions/Details?Id=5e7bac7d-c8df-459c-b411-cf2c74763dcd;||NO DATA AVAILABLE IN TABLE;No data available in table;NO DATA AVAILABLE IN TABLE;;0;;;;;;
2021;21FRA024;16-17 Oct 2021;Baurech Classic;INTER;L;Ski Nautique C...;https://ems.iwwf.sport/Competitions/Details?Id=633aaaa0-424b-4d7e-b761-19395eeeed83;||NO DATA AVAILABLE IN TABLE;No data available in table;NO DATA AVAILABLE IN TABLE;;0;;;;;;
2021;21FRA025;26-27 Jun 2021;LE PLAN D'EAU 3D JUIN;INTER;L;Club Omnisport...;https://ems.iwwf.sport/Competitions/Details?Id=ef34e606-b0fb-443a-9dc6-99d1aaab5af2;||NO DATA AVAILABLE IN TABLE;No data available in table;NO DATA AVAILABLE IN TABLE;;0;;;;;;
2021;21FRA026;2-3 Oct 2021;LE PLAN D'EAU 3D octobre;INTER;L;Club Omnisport...;https://ems.iwwf.sport/Competitions/Details?Id=29f2c30e-e0ab-413d-8a19-7696fb1d9bd1;||NO DATA AVAILABLE IN TABLE;No data available in table;NO DATA AVAILABLE IN TABLE;;0;;;;;;
